Plate,Summons Number,Issue Date,Violation Time,Violation,Judgment Entry Date,Fine Amount,Payment Amount,Amount Due,Violation Status
84067JW,4755576740,11/03/2021,03:37P,PHTO SCHOOL ZN SPEED VIOLATION,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
28426JU,8808156382,02/10/2020,09:30A,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,4684696522,04/08/2020,07:04P,PHTO SCHOOL ZN SPEED VIOLATION,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
22409MB,4685120279,04/10/2020,03:32P,PHTO SCHOOL ZN SPEED VIOLATION,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
28427JU,8776382527,02/03/2021,01:54P,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
48660JW,8677640319,11/19/2019,09:59A,SAFETY ZONE,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,4686016307,04/16/2020,11:43A,PHTO SCHOOL ZN SPEED VIOLATION,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
26364ME,8496286472,02/25/2020,03:06P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,4687041267,04/22/2020,03:19P,PHTO SCHOOL ZN SPEED VIOLATION,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
48660JW,8611233300,08/21/2019,09:24A,NO STANDING-DAY/TIME LIMITS,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,8695980728,12/01/2020,12:55P,NO STANDING-DAY/TIME LIMITS,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,4686791418,04/21/2020,03:16P,PHTO SCHOOL ZN SPEED VIOLATION,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
45450MG,8786132751,02/19/2020,05:55P,FAIL TO DSPLY MUNI METER RECPT,,35.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
11101JC,8723921663,10/26/2020,09:08A,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
22409MB,8824155212,03/21/2020,12:17P,INSP. STICKER-EXPIRED/MISSING,,65.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
28426JU,8625095057,08/03/2019,03:59P,NO STANDING-EXC. AUTH. VEHICLE,,95.00,60.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,8625095562,08/06/2019,09:48A,NO PARKING-STREET CLEANING,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
84067JW,8811854520,01/17/2020,09:44A,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
13743JK,8826354807,03/17/2020,01:49P,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
28440JU,8652678315,02/25/2020,02:13P,DOUBLE PARKING,,115.00,35.00,0.00,HEARING HELD-GUILTY REDUCTION
GRU5328,8570466420,02/14/2022,01:40P,NO STANDING-EXC. TRUCK LOADING,,95.00,95.00,0.00,
91731JA,8812310552,01/24/2020,09:17A,FAIL TO DSPLY MUNI METER RECPT,,35.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
13743JK,8806360632,07/02/2020,02:11P,BIKE LANE,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
64999JV,8813054221,01/18/2020,00:41A,NGHT PKG ON RESID STR-COMM VEH,,65.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
22409MB,8649888409,08/01/2019,12:43P,EXPIRED MUNI METER,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
67300JV,8651499747,08/05/2019,09:40A,NO PARKING-STREET CLEANING,,45.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
29765MA,4688231283,04/29/2020,04:42P,PHTO SCHOOL ZN SPEED VIOLATION,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,8787053834,02/12/2020,10:36A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
28440JU,8806709173,07/27/2020,01:16P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
69065ME,8787198149,08/24/2020,05:11P,NO STANDING-DAY/TIME LIMITS,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
26364ME,8814054228,01/23/2020,10:22A,FAIL TO DSPLY MUNI METER RECPT,,35.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,8815000252,01/17/2020,09:40A,NO PARKING-STREET CLEANING,,45.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
67300JV,8849627993,09/30/2021,12:11P,EXPIRED MUNI METER,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
65572JU,8531292165,09/12/2019,12:32P,DOUBLE PARKING,,115.00,35.00,0.00,HEARING HELD-GUILTY REDUCTION
64999JV,8787536882,08/10/2020,10:05A,FAIL TO DSPLY MUNI METER RECPT,,35.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
84067JW,4757102859,11/17/2021,07:36P,PHTO SCHOOL ZN SPEED VIOLATION,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
48549JW,8681433830,08/02/2019,09:32A,NO PARKING-STREET CLEANING,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
48549JW,8681433842,08/02/2019,09:33A,INSP. STICKER-EXPIRED/MISSING,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,8681635001,08/15/2019,10:10A,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
84067JW,8914344629,01/16/2023,08:28A,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
29765MA,4781785700,06/07/2022,07:57A,PHTO SCHOOL ZN SPEED VIOLATION,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,4013828595,05/20/2020,04:35P,BUS LANE VIOLATION,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
14620JZ,8691842015,08/22/2019,01:39P,NO STANDING-DAY/TIME LIMITS,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
45450MG,8585699292,02/22/2020,05:16P,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
72226JM,8697587773,08/09/2019,03:47P,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,8809928076,07/24/2020,02:17P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,8809928520,07/28/2020,01:41P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
84067JW,4759051752,12/02/2021,06:44P,PHTO SCHOOL ZN SPEED VIOLATION,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
45450MG,8701498721,08/23/2019,01:30P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,8701921241,08/06/2019,04:48P,EXPIRED MUNI METER,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,8622140866,03/06/2020,12:16P,EXPIRED MUNI METER,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
84067JW,4689562120,05/08/2020,04:06P,PHTO SCHOOL ZN SPEED VIOLATION,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
72226JM,8707449665,08/08/2019,09:49A,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
48549JW,8623031039,01/23/2020,12:58P,EXPIRED MUNI MTR-COMM MTR ZN,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,8819500243,01/25/2020,07:28A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
29765MA,8710189117,08/20/2019,12:07P,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,8625381492,01/13/2020,02:02P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,8624049271,03/12/2020,10:32A,EXPIRED MUNI METER,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,8790649655,08/25/2020,02:33P,DOUBLE PARKING,,115.00,35.00,0.00,HEARING HELD-GUILTY REDUCTION
48660JW,8788775239,02/10/2020,03:23P,SAFETY ZONE,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
64999JV,8714145420,08/23/2019,08:41A,NO PARKING-STREET CLEANING,,45.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,8624884172,03/05/2020,10:32A,NO PARKING-DAY/TIME LIMITS,,60.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,8715191436,08/19/2019,01:04P,EXPIRED MUNI MTR-COMM MTR ZN,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
22409MB,8715191485,08/19/2019,01:44P,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
19227MC,8779419770,03/03/2020,12:15P,EXPIRED MUNI METER,,35.00,0.00,0.00,HEARING HELD-NOT GUILTY
65572JU,8716591057,08/08/2019,01:15P,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
19227MC,8716997931,11/05/2019,01:24P,NO STOPPING-DAY/TIME LIMITS,,115.00,125.00,0.00,
11101JC,8628473695,03/11/2020,10:52A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
65572JU,8821557560,01/30/2020,10:08P,NGHT PKG ON RESID STR-COMM VEH,,65.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
45450MG,8719756586,08/21/2019,09:54A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
26364ME,8720239713,08/20/2019,10:17A,NO PARKING-STREET CLEANING,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
11101JC,8721644391,08/13/2019,12:50P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
69065ME,4759479624,12/06/2021,12:33P,PHTO SCHOOL ZN SPEED VIOLATION,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
11101JC,8724883128,08/09/2019,10:48A,NO PARKING-STREET CLEANING,,45.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
28427JU,8726187097,08/13/2019,12:22P,DOUBLE PARKING,,115.00,35.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,8727019172,08/08/2019,09:51A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
48660JW,8729276354,08/06/2019,04:07P,NO STANDING-BUS LANE,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
28427JU,8730242629,08/16/2019,10:03A,NO PARKING-STREET CLEANING,,45.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,8690068855,01/25/2022,03:05A,NGHT PKG ON RESID STR-COMM VEH,,65.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
28440JU,8724397260,11/26/2019,03:26P,NO STANDING-DAY/TIME LIMITS,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,8734825850,08/15/2019,12:59P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
67300JV,8798244784,03/17/2023,03:03P,DOUBLE PARKING,,115.00,80.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,8767565517,09/13/2020,09:35A,FIRE HYDRANT,,115.00,115.00,0.00,HEARING HELD-GUILTY REDUCTION
19227MC,8781121982,07/24/2020,11:06A,DOUBLE PARKING-MIDTOWN COMML,,115.00,115.00,0.00,HEARING HELD-GUILTY
71878JT,8739855855,08/05/2019,12:47P,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
22409MB,8636462587,03/11/2020,12:50P,INSP. STICKER-EXPIRED/MISSING,,65.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,8647943958,01/14/2020,09:30A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
48549JW,8743863607,08/08/2019,08:07A,OBSTRUCTING TRAFFIC/INTERSECT,,115.00,115.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,8744027436,08/19/2019,10:55A,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
65572JU,8789765916,02/17/2020,12:06P,CROSSWALK,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
13894JU,4850745246,07/08/2023,08:24A,PHTO SCHOOL ZN SPEED VIOLATION,,50.00,0.00,0.00,ADMIN REDUCTION
19563MH,8746607950,08/09/2019,12:01P,DOUBLE PARKING-MIDTOWN COMML,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,8748329952,08/13/2019,10:04A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
13743JK,1427961165,01/15/2020,01:59A,NGHT PKG ON RESID STR-COMM VEH,,65.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
69065ME,8750110469,08/15/2019,01:14P,FAIL TO DSPLY MUNI METER RECPT,,35.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,8750974040,08/19/2019,10:57A,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,8752870996,08/14/2019,02:40P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
28426JU,8754826615,08/07/2019,01:47P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,8757357791,08/01/2019,01:02P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
69065ME,8750978949,09/13/2019,12:10P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
19563MH,8805454230,01/13/2020,01:45P,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
19563MH,8806858660,01/21/2020,02:05P,EXPIRED MUNI METER,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
26364ME,8814006430,01/29/2020,01:51P,NO STANDING-DAY/TIME LIMITS,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,8816409058,01/23/2020,09:14P,NGHT PKG ON RESID STR-COMM VEH,,65.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
13743JK,8648445632,10/04/2019,01:20P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
84067JW,8769159853,01/23/2020,02:59P,FIRE HYDRANT,,115.00,115.00,0.00,HEARING HELD-GUILTY REDUCTION
69065ME,8770922056,01/13/2020,03:19P,NO STANDING-DAY/TIME LIMITS,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,8772092816,01/20/2020,12:51P,NO STANDING-DAY/TIME LIMITS,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
69065ME,8772093511,01/21/2020,01:33P,NO STANDING-DAY/TIME LIMITS,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
65572JU,8778232612,01/29/2020,01:20P,NO PARKING-DAY/TIME LIMITS,,60.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
48549JW,8762267176,08/22/2019,09:17A,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
22409MB,5127575887,05/17/2023,07:05A,FAILURE TO STOP AT RED LIGHT,,50.00,75.00,0.00,
69065ME,8779669270,01/17/2020,04:00P,FRONT OR BACK PLATE MISSING,,65.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
29765MA,8764501498,08/22/2019,09:13A,NO PARKING-STREET CLEANING,,45.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
14620JZ,8741036402,11/19/2019,02:27P,NO STANDING-DAY/TIME LIMITS,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
14620JZ,8765254016,08/23/2019,01:50P,NO STANDING-BUS STOP,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
45450MG,8765465064,08/22/2019,08:50A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
19227MC,8624046610,02/13/2020,10:19A,NO PARKING-STREET CLEANING,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
86838JT,8757222228,09/12/2019,01:01P,FAIL TO DSPLY MUNI METER RECPT,,35.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
65572JU,8768603046,08/12/2019,01:04P,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
22409MB,8657897234,01/13/2020,12:03P,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,8770053844,08/22/2019,11:14A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
72226JM,8770053856,08/22/2019,11:16A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
45450MG,8770254072,08/05/2019,10:18A,NO PARKING-DAY/TIME LIMITS,,60.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
19563MH,8770259847,08/22/2019,01:35P,NO PARKING-DAY/TIME LIMITS,,60.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
26364ME,8816813428,07/01/2020,09:09A,NO STANDING-DAY/TIME LIMITS,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
69065ME,8774400149,08/09/2019,01:30P,NO STANDING-DAY/TIME LIMITS,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
22409MB,8778700449,08/13/2019,11:22A,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,8627577894,02/17/2020,11:09A,EXPIRED MUNI METER,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
84067JW,8870495840,01/03/2023,09:22A,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
26364ME,8750030980,12/06/2019,09:51A,NO PARKING-DAY/TIME LIMITS,,60.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,8754440865,03/16/2020,09:57A,NO STANDING-DAY/TIME LIMITS,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
28440JU,8678791913,10/01/2019,01:40P,REG. STICKER-EXPIRED/MISSING,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
64999JV,4695093479,06/18/2020,11:42A,PHTO SCHOOL ZN SPEED VIOLATION,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
19563MH,8772639180,06/02/2021,12:28P,INSP. STICKER-EXPIRED/MISSING,,65.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,8777146694,06/24/2021,01:56P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
19227MC,8762358066,08/08/2019,03:07P,DOUBLE PARKING-MIDTOWN COMML,,115.00,115.00,0.00,HEARING HELD-GUILTY
28426JU,8786240810,09/10/2020,09:09A,NO PARKING-STREET CLEANING,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,8754796891,11/15/2019,06:10P,NO STANDING-DAY/TIME LIMITS,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
84067JW,8665022983,03/05/2020,09:43A,NO PARKING-STREET CLEANING,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
19227MC,8773352846,08/29/2019,11:56A,EXPIRED MUNI METER,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
57273MD,8774950861,08/26/2019,01:34P,FAIL TO DSPLY MUNI METER RECPT,,35.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
28427JU,8784403214,09/27/2019,10:47A,NO PARKING-STREET CLEANING,,45.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
48549JW,8784803083,09/18/2019,03:54P,EXPIRED MUNI METER,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
72226JM,4695548148,06/22/2020,07:30P,PHTO SCHOOL ZN SPEED VIOLATION,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
48660JW,5117364867,09/27/2021,10:46A,FAILURE TO STOP AT RED LIGHT,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
19227MC,8787725411,08/17/2020,02:21P,EXPIRED MUNI METER,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
71878JT,5117410040,09/30/2021,08:46A,FAILURE TO STOP AT RED LIGHT,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
GRU5328,4695737036,06/23/2020,04:11P,PHTO SCHOOL ZN SPEED VIOLATION,,50.00,50.00,0.00,
26364ME,8715703058,10/28/2019,09:46A,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,8717391374,10/01/2019,02:23P,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
64999JV,8527679267,02/14/2022,09:13A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
64999JV,8723745332,09/13/2019,10:53A,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
19563MH,8724385487,09/23/2019,09:55A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,8725229758,09/19/2019,03:39P,EXPIRED MUNI METER,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
72226JM,8692768170,03/03/2020,09:18A,NO PARKING-STREET CLEANING,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
48549JW,8692768182,03/03/2020,09:20A,NO PARKING-STREET CLEANING,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
64999JV,8729099985,10/03/2019,03:09P,NO STANDING-EXC. AUTH. VEHICLE,,95.00,60.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,8805470971,08/13/2020,11:45A,NO STANDING-DAY/TIME LIMITS,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
28427JU,4696235361,06/26/2020,12:16P,PHTO SCHOOL ZN SPEED VIOLATION,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
48549JW,8767539476,11/27/2019,01:32P,FAIL TO DSPLY MUNI METER RECPT,,35.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
28440JU,8698346595,03/06/2020,01:42P,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
84067JW,4858489152,08/19/2023,07:16A,PHTO SCHOOL ZN SPEED VIOLATION,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
19227MC,8793015884,02/03/2020,09:51A,NO PARKING-DAY/TIME LIMITS,,60.00,0.00,0.00,HEARING HELD-NOT GUILTY
14620JZ,8821213602,01/27/2021,08:55A,FRONT OR BACK PLATE MISSING,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
67300JV,8569867323,03/04/2022,03:28P,REG. STICKER-EXPIRED/MISSING,,65.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
22409MB,8744990881,09/19/2019,03:46P,DOUBLE PARKING,,115.00,35.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,8744996780,10/08/2019,03:37P,DOUBLE PARKING,,115.00,35.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,8712188268,03/10/2020,01:36P,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,5600211533,05/29/2020,09:44A,NO STANDING-SNOW EMERGENCY,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
14620JZ,8765790224,02/22/2022,10:55A,FRONT OR BACK PLATE MISSING,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
14620JZ,8746939209,10/08/2019,11:21A,NO PARKING-STREET CLEANING,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
19563MH,8883896440,02/24/2023,08:01A,NO STANDING-DAY/TIME LIMITS,,115.00,90.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,8748932048,09/27/2019,03:27P,EXPIRED MUNI METER,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
26364ME,8753526028,09/25/2019,09:35A,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,8753819287,10/07/2019,11:06A,NO PARKING-STREET CLEANING,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
19227MC,8793355038,02/24/2020,09:57A,NO PARKING-STREET CLEANING,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
84067JW,4014151980,06/18/2020,08:13A,BUS LANE VIOLATION,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
28426JU,8722637540,03/10/2020,09:58A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,8763611272,09/16/2019,11:57A,NON-COMPLIANCE W/ POSTED SIGN,,60.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,8764459950,09/24/2019,09:47A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,8766062202,09/23/2019,01:18P,NO STANDING-DAY/TIME LIMITS,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
28440JU,8766065057,10/01/2019,04:22P,DOUBLE PARKING-MIDTOWN COMML,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
28440JU,8766065069,10/01/2019,04:23P,REG. STICKER-EXPIRED/MISSING,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
13894JU,8767158729,10/25/2019,03:50P,REG. STICKER-EXPIRED/MISSING,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
14620JZ,8767522798,10/04/2019,01:44P,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
84067JW,8767811954,10/08/2019,09:41A,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
14620JZ,8769661868,10/04/2019,11:00A,DOUBLE PARKING,,115.00,35.00,0.00,HEARING HELD-GUILTY REDUCTION
